Contract ID,Reference IDV,Modification Number,Transaction Number,Award/IDV Type,Action Obligation ($),Date Signed,Solicitation Date,Contracting Agency ID,Contracting Agency,Contracting Office Name,PSC Type,PSC,PSC Description,NAICS,NAICS Description,Vendor DUNS,Vendor Name,Vendor City,Vendor State,Vendor ZIP Code,Global DUNS Number,Global Vendor Name,Additional Reporting Code,Additional Reporting Description,
"W912L914F0110","GS07F0192X","0","0","DO Delivery Order","$10,051.65","Sep 5, 2014",,"2100","DEPT OF THE ARMY","W7M7 USPFO ACTIVITY IN ARNG","P","8415","CLOTHING, SPECIAL PURPOSE","315211","MEN'S AND BOYS' CUT AND SEW APPAREL CONTRACTORS","612347729","GLOBAL SUPPLY SOLUTIONS, LLC","VIRGINIA BEACH","VA","234553041","172220571","GLOBAL SUPPLY SOLUTIONS  LLC",,,
"DJBCOBH2D10045",,"0","0","PO Purchase Order","$7,015.55","Jun 19, 2008",,"1540","FEDERAL PRISON SYSTEM","CENTRAL OFFICE","S","J059","MAINT-REP OF ELECT-ELCT EQ","238210","ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS","006600472","KAISERKANE, INC.","RICHMOND","VA","232301655","006600472","KAISERKANE  INC.",,,
"N4008507C0713",,"P00004","0","DCA Definitive Contract","-$3,600.00","Jun 4, 2009",,"1700","DEPT OF THE NAVY","NAVAL FAC ENGINEERING CMD MID LANT","S","N059","INSTALL OF ELECT-ELCT EQ","238210","ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS","148243686","YORK RIVER ELECTRIC INCORPORATED","YORKTOWN","VA","236903836","148243686","YORK RIVER ELECTRIC  INC.",,,
"15DDTR18P00000051",,"0","0","PO Purchase Order","$14,500.00","Apr 19, 2018",,"1524","DRUG ENFORCEMENT ADMINISTRATION","OFFICE OF TRAINING","S","J045","MAINT/REPAIR/REBUILD OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","938793049","AMERICAN BOILER, INC.","ALEXANDRIA","VA","223122403","938793049","AMERICAN BOILER  INC","NONE","NONE OF THE ABOVE",
"DEMA0014074",,"1","0","PO Purchase Order","-$203.03","Jan 10, 2017",,"8900","ENERGY, DEPARTMENT OF","HEADQUARTERS PROCUREMENT SERVICES","P","4820","VALVES, NONPOWERED","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","023838493","F.H. GASKINS CO., INC.","NORFOLK","VA","235041607","023838493","F.H. GASKINS CO.  INC.",,,
"W912DR10P0293",,"P00001","0","PO Purchase Order","-$38,325.00","Sep 24, 2010",,"2100","DEPT OF THE ARMY","W2SD ENDIST BALTIMORE","S","Z111","MAINT-REP-ALT/OFFICE BLDGS","238310","DRYWALL AND INSULATION CONTRACTORS","961612806","HUDSON GENERAL CONTRACTOR","SPOTSYLVANIA","VA","225537720","961612806","HUDSON GENERAL CONTRACTOR INC.",,,
"DJJ16PFAS010065",,"0","0","PO Purchase Order","$6,575.00","Feb 24, 2016",,"1501","OFFICES, BOARDS AND DIVISIONS","FACILITIES&ADM.SERVICES STAFF","S","J045","MAINT/REPAIR/REBUILD OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT","238210","ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS","161902184","HUANG'S INC.","ALEXANDRIA","VA","223122403","161902184","HUANG'S INC.",,,
"DJA17AHDQP0647",,"0","0","PO Purchase Order","$4,452.00","Jul 21, 2017",,"1560","ATF ACQUISITION AND PROPERTY MGMT DIV","ATF","S","R499","SUPPORT- PROFESSIONAL: OTHER","238390","OTHER BUILDING FINISHING CONTRACTORS","080548516","BLUE CONSTRUCTION SERVICES LLC","STERLING","VA","201648607","080548516","BLUE CONSTRUCTION SERVICES LLC",,,
"GS11P13ZGP0198",,"0","0","PO Purchase Order","$2,534.27","Jul 22, 2013",,"4740","PUBLIC BUILDINGS SERVICE","WPHCB - EAST O&M CONTRACTS BRANCH","S","Z1AA","MAINTENANCE OF OFFICE BUILDINGS","238210","ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS","141611272","NVE, INC","HERNDON","VA","201705275","141611272","NVE  INC",,,
"GS11P16NWC7080",,"PA02","0","DCA Definitive Contract","$0.00","Oct 31, 2017",,"4740","PUBLIC BUILDINGS SERVICE","PBS NCR WHITE HOUSE","S","J062","MAINT/REPAIR/REBUILD OF EQUIPMENT- LIGHTING FIXTURES AND LAMPS","238210","ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS","050781985","MERIDIEN GROUP, LLC","LEESBURG","VA","201753018","050781985","MERIDIEN CONSULTING GROUP LLC",,,
"AG32SDP150643",,"0","0","PO Purchase Order","$3,387.85","Sep 11, 2015",,"12H2","AGRICULTURAL RESEARCH SERVICE","USDA ARS WBSC 32SD","S","Z1DB","MAINTENANCE OF LABORATORIES AND CLINICS","238210","ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS","009039939","COMMUNICATIONS RESOURCE, INCORPORATED","MC LEAN","VA","221023884","009039939","COMMUNICATIONS RESOURCE INC",,,
"GS11P15MKP0008",,"0","0","PO Purchase Order","$49,774.00","Dec 17, 2014",,"4740","PUBLIC BUILDINGS SERVICE","WPHBA - CAPITAL CONSTRUCTION BRANCH","S","Z2AA","REPAIR OR ALTERATION OF OFFICE BUILDINGS","238210","ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS","050781985","MERIDIEN GROUP, LLC","LEESBURG","VA","201753018","050781985","MERIDIEN CONSULTING GROUP LLC",,,
"HSTS0113FBMS054","GS21F022AA","0","0","DO Delivery Order","$12,730.00","Sep 13, 2013",,"7013","TRANSPORTATION SECURITY ADMINISTRATION","OFFICE OF ACQUISITION","S","Z1AA","MAINTENANCE OF OFFICE BUILDINGS","238210","ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS","004813820","NIGRO ELECTRICAL CONTRACTOR, INC.","RICHMOND","VA","232302612","004813820","WACHTER W L ELECTRICAL CONTR",,,
"70Z02719PPPAB3500",,"0","0","PO Purchase Order","$119,977.00","Sep 11, 2019",,"7008","U.S. COAST GUARD","BASE PORTSMOUTH(00027)","S","J041","MAINT/REPAIR/REBUILD OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT","238990","ALL OTHER SPECIALTY TRADE CONTRACTORS","117103779","K.R.T INC.","CHESAPEAKE","VA","233242621","117103779","K.R.T INC.","NONE","NONE OF THE ABOVE",
"INPC3450070055",,"0","0","DCA Definitive Contract","$61,076.26","Sep 8, 2007",,"1443","NATIONAL PARK SERVICE","NCR REGIONAL CONTRACTING","S","Y300","CONSTRUCT/RESTORATION","238990","ALL OTHER SPECIALTY TRADE CONTRACTORS","126768873","ALLSTATE CONTRACTOR INCORPORATED","CLIFTON","VA","201241330","126768873","ALLSTATE CONTRACTOR INC.",,,
"INPC3450080010",,"0","0","DCA Definitive Contract","$18,172.25","Feb 14, 2008",,"1443","NATIONAL PARK SERVICE","NCR REGIONAL CONTRACTING","S","Y249","CONSTRUCTION OF OTHER UTILITIES","238990","ALL OTHER SPECIALTY TRADE CONTRACTORS","126768873","ALLSTATE CONTRACTOR INCORPORATED","CLIFTON","VA","201241330","126768873","ALLSTATE CONTRACTOR INC.",,,
"DJBCOBG2D10040",,"0","0","DCA Definitive Contract","$6,611.00","Jul 11, 2007",,"1540","FEDERAL PRISON SYSTEM","CENTRAL OFFICE","S","Z111","MAINT-REP-ALT/OFFICE BLDGS","238310","DRYWALL AND INSULATION CONTRACTORS","008975567","HI END CONTRACTING INCORPORATED","ALEXANDRIA","VA","223102535","008975567","HI-END CONTRACTING  INC.",,,
"DJBP0114JM230001",,"0","0","PO Purchase Order","$1,900.00","Jul 12, 2010",,"1540","FEDERAL PRISON SYSTEM","PETERSBURG, FCC","S","J099","MAINT-REP OF MISC EQ","238290","OTHER BUILDING EQUIPMENT CONTRACTORS","806341447","ENNIS INSTALLATION AND SERVICE, INC.","RICHMOND","VA","232331666","806341447","ENNIS INSTALLATION AND SERVICE  INC.",,,
"DJBP0114KM230001",,"0","0","PO Purchase Order","$1,900.00","Oct 5, 2010",,"1540","FEDERAL PRISON SYSTEM","PETERSBURG, FCC","S","J099","MAINT-REP OF MISC EQ","238290","OTHER BUILDING EQUIPMENT CONTRACTORS","806341447","ENNIS INSTALLATION AND SERVICE, INC.","RICHMOND","VA","232331666","806341447","ENNIS INSTALLATION AND SERVICE  INC.",,,
"EPW08072",,"0","0","DCA Definitive Contract","$271,291.50","Sep 25, 2008",,"6800","ENVIRONMENTAL PROTECTION AGENCY","US ENVIRONMENTAL PROTECTION AGENCY","S","F109","LEAK UNDERGRND STORE TANK SUP","238910","SITE PREPARATION CONTRACTORS","796250538","AVANTI CORPORATION","ALEXANDRIA","VA","223122319","796250538","AVANTI CORPORATION",,,
"EPW08072",,"1","0","DCA Definitive Contract","$0.00","Nov 20, 2008",,"6800","ENVIRONMENTAL PROTECTION AGENCY","US ENVIRONMENTAL PROTECTION AGENCY","S","F109","LEAK UNDERGRND STORE TANK SUP","238910","SITE PREPARATION CONTRACTORS","796250538","AVANTI CORPORATION","ALEXANDRIA","VA","223122319","796250538","AVANTI CORPORATION",,,
"EPW08072",,"2","0","DCA Definitive Contract","$0.00","Feb 4, 2009",,"6800","ENVIRONMENTAL PROTECTION AGENCY","US ENVIRONMENTAL PROTECTION AGENCY","S","F109","LEAK UNDERGRND STORE TANK SUP","238910","SITE PREPARATION CONTRACTORS","796250538","AVANTI CORPORATION","ALEXANDRIA","VA","223122319","796250538","AVANTI CORPORATION",,,
"EPW08072",,"43","0","DCA Definitive Contract","$0.00","Jan 19, 2011",,"6800","ENVIRONMENTAL PROTECTION AGENCY","SUPERFUND/RCRA REGIONAL PROCUREMENT OPERATIONS DIVISION (SRRPOD)","S","F109","LEAK UNDERGRND STORE TANK SUP","238910","SITE PREPARATION CONTRACTORS","796250538","AVANTI CORPORATION","ALEXANDRIA","VA","223122319","796250538","AVANTI CORPORATION",,,
"EPW08072",,"4","0","DCA Definitive Contract","$0.00","Jul 9, 2009",,"6800","ENVIRONMENTAL PROTECTION AGENCY","US ENVIRONMENTAL PROTECTION AGENCY","S","F109","LEAK UNDERGRND STORE TANK SUP","238910","SITE PREPARATION CONTRACTORS","796250538","AVANTI CORPORATION","ALEXANDRIA","VA","223122319","796250538","AVANTI CORPORATION",,,
"GS03P11DXC0003",,"0","0","DCA Definitive Contract","$1,215,300.00","Oct 8, 2010",,"4740","PUBLIC BUILDINGS SERVICE","GSA/PBS/R03 SOUTH SERVICE CENTER","S","Z111","MAINT-REP-ALT/OFFICE BLDGS","238910","SITE PREPARATION CONTRACTORS","149248085","NOAH ENTERPRISES, INC.","VIRGINIA BEACH","VA","234515884","149248085","NOAH ENTERPRISES  INC.",,,
"INPC3450080081",,"0","0","DCA Definitive Contract","$19,478.72","Sep 19, 2008",,"1443","NATIONAL PARK SERVICE","NCR REGIONAL CONTRACTING","S","Y111","CONSTRUCTION OF OFFICE BUILDINGS","238990","ALL OTHER SPECIALTY TRADE CONTRACTORS","126768873","ALLSTATE CONTRACTOR INC.","CLIFTON","VA","201241330","126768873","ALLSTATE CONTRACTOR INC.",,,
"INPC3450090004",,"0","0","DCA Definitive Contract","$36,269.70","Nov 19, 2008",,"1443","NATIONAL PARK SERVICE","NCR REGIONAL CONTRACTING","S","Y111","CONSTRUCTION OF OFFICE BUILDINGS","238990","ALL OTHER SPECIALTY TRADE CONTRACTORS","126768873","ALLSTATE CONTRACTOR INC.","CLIFTON","VA","201241330","126768873","ALLSTATE CONTRACTOR INC.",,,
"V10H101Z80028",,"0","0","PO Purchase Order","$737.00","Feb 29, 2008",,"3600","VETERANS AFFAIRS, DEPARTMENT OF","03  OFFICE OF ADMINISTRATION (03)","S","Z111","MAINT-REP-ALT/OFFICE BLDGS","238350","FINISH CARPENTRY CONTRACTORS","602623691","TOTAL HOLDINGS GROUP","FREDERICKSBURG","VA","224073706","602623691","TOTAL HOLDINGS GROUP",,,
"W912LQ08C3007",,"0","0","DCA Definitive Contract","$7,000.00","Sep 7, 2008",,"2100","DEPT OF THE ARMY","W7N5 USPFO ACTIVITY VA ARNG","P","4510","PLUMBING FIXTURES AND ACCESSORIES","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","800098134","DESIGN PLUMBING & MECHANICAL, INC.","CHESAPEAKE","VA","233252411","800098134","DESIGN PLUMBING & MECHANICAL  INC.",,,
"DJBCOB52D20011",,"0","0","PO Purchase Order","$7,816.00","Apr 19, 2005",,"1540","FEDERAL PRISON SYSTEM / BUREAU OF PRISONS","CENTRAL OFFICE","S","H399","INSPECT SVCS/MISC EQ","238210","ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS","008975567","HI END CONTRACTING INCORPORATED","ALEXANDRIA","VA","223102535","008975567","HI-END CONTRACTING  INC.",,,
"HHSF223201710165A",,"0","0","PO Purchase Order","$40,000.00","May 17, 2017",,"7524","FOOD AND DRUG ADMINISTRATION","FDA OFFICE OF ACQ  GRANT SVCS","S","J041","MAINT/REPAIR/REBUILD OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","142920169","APPLE 1 ENTERPRISES INC","MANASSAS","VA","201102753","142920169","APPLE 1 ENTERPRISES INC",,,
"HSTS0113FBMS054","GS21F022AA","P00001","0","DO Delivery Order","-$605.00","Jun 16, 2014",,"7013","TRANSPORTATION SECURITY ADMINISTRATION","OFFICE OF ACQUISITION","S","Z1AA","MAINTENANCE OF OFFICE BUILDINGS","238210","ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS","004813820","NIGRO ELECTRICAL CONTRACTOR, INC.","RICHMOND","VA","232302612","004813820","WACHTER W L ELECTRICAL CONTR",,,
"70FA2018C00000012",,"0","0","DCA Definitive Contract","$640,222.32","Sep 14, 2018",,"7022","FEDERAL EMERGENCY MANAGEMENT AGENCY","PREPAREDNESS SECTION(PRE20)","S","Z2NZ","REPAIR OR ALTERATION OF OTHER UTILITIES","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","808171842","PROFESSIONALS HIR, LLC","CHESAPEAKE","VA","233243088","808171842","PROFESSIONALS HIR  LLC","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)",
"0034","N4008015D3515","0","0","DO Delivery Order","$14,900.00","Sep 26, 2015",,"1700","DEPT OF THE NAVY","NAV FAC ENGINEERING CMD WASHINGTON","S","Z1JZ","MAINTENANCE OF MISCELLANEOUS BUILDINGS","238990","ALL OTHER SPECIALTY TRADE CONTRACTORS","790654292","KAU, INC.","FREDERICKSBURG","VA","224080801","790654292","KAU  INC.",,,
"DJBP0700COBOK2D10042",,"0","0","DCA Definitive Contract","$25,631.56","Sep 8, 2011",,"1540","FEDERAL PRISON SYSTEM","CENTRAL OFFICE","S","R426","COMMUNICATIONS SERVICES","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","006600472","KAISERKANE, INC.","RICHMOND","VA","232301655","006600472","KAISERKANE  INC.",,,
"DJBP0700COBOK2D10042",,"1","0","DCA Definitive Contract","$0.00","Dec 13, 2011",,"1540","FEDERAL PRISON SYSTEM","CENTRAL OFFICE","S","R426","SUPPORT- PROFESSIONAL: COMMUNICATIONS","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","006600472","KAISERKANE, INC.","RICHMOND","VA","232301655","006600472","KAISERKANE  INC.",,,
"HSBP1013P00544",,"0","0","PO Purchase Order","$15,737.58","Aug 29, 2013",,"7014","U.S. CUSTOMS AND BORDER PROTECTION","ADMINISTRATION, FACILITIES&TRAINING CONTRACTING DIVISION","S","Z1AZ","MAINTENANCE OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","197997240","FRANK O'CONNOR INC.","CLIFTON","VA","201241210","197997240","FRANK O'CONNOR INC.",,,
"GS11P13ZGC0022",,"PS02","0","DCA Definitive Contract","-$131,539.23","Nov 13, 2013",,"4740","PUBLIC BUILDINGS SERVICE","WPHCB - EAST O&M CONTRACTS BRANCH","S","Z2AA","REPAIR OR ALTERATION OF OFFICE BUILDINGS","238210","ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS","141611272","NVE, INC","HERNDON","VA","201705275","141611272","NVE  INC",,,
"N4008517F5015","N4008514D0221","0","0","DO Delivery Order","$92,200.28","Sep 20, 2017",,"1700","DEPT OF THE NAVY","NAVAL FAC ENGINEERING CMD MID LANT","S","Z2CZ","REPAIR OR ALTERATION OF OTHER EDUCATIONAL BUILDINGS","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","006600472","KAISERKANE, INC.","RICHMOND","VA","232301655","006600472","KAISERKANE  INC.",,,
"89303019FMA000213","DEMA0006820","0","0","BPA Call Blanket Purchase Agreement","$28,940.00","Jun 27, 2019",,"8900","ENERGY, DEPARTMENT OF","HEADQUARTERS PROCUREMENT SERVICES","S","H335","INSPECTION- SERVICE AND TRADE EQUIPMENT","238390","OTHER BUILDING FINISHING CONTRACTORS","961654642","DESTINY WATERPROOFING, L.L.C.","RESTON","VA","201911778","961654642","DESTINY WATERPROOFING  L.L.C.","NONE","NONE OF THE ABOVE",
"0010","N4008512D7001","1","0","DO Delivery Order","$13,348.00","Mar 25, 2013",,"1700","DEPT OF THE NAVY","NAVAL FAC ENGINEERING CMD MID LANT","S","J041","MAINT/REPAIR/REBUILD OF EQUIPMENT- REFRIGERATION, AIR CONDITIONING, AND AIR CIRCULATING EQUIPMENT","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","119611759","HOMELAND CONTRACTING CORP","CHESAPEAKE","VA","233203863","119611759","HOMELAND CONTRACTING CORP",,,
"0018","N4008508A8915","0","0","DO Delivery Order","$27,368.44","Sep 30, 2011",,"1700","DEPT OF THE NAVY","NAVAL FAC ENGINEERING CMD MID LANT","S","Z299","MAINT, REP/ALTER/ALL OTHER","238990","ALL OTHER SPECIALTY TRADE CONTRACTORS","169580201","PAYLESS RESTORATION INCORPORATED","VIRGINIA BEACH","VA","234622527","169580201","PAYLESS RESTORATION  INC.",,,
"0023","N4008508A8915","1","0","DO Delivery Order","$400.00","Jun 12, 2012",,"1700","DEPT OF THE NAVY","NAVAL FAC ENGINEERING CMD MID LANT","S","F108","ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION","238990","ALL OTHER SPECIALTY TRADE CONTRACTORS","169580201","PAYLESS RESTORATION INCORPORATED","VIRGINIA BEACH","VA","234622527","169580201","PAYLESS RESTORATION  INC.",,,
"0024","N4008508A8915","0","0","DO Delivery Order","$20,784.14","Aug 24, 2012",,"1700","DEPT OF THE NAVY","NAVAL FAC ENGINEERING CMD MID LANT","S","F108","ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION","238990","ALL OTHER SPECIALTY TRADE CONTRACTORS","169580201","PAYLESS RESTORATION INCORPORATED","VIRGINIA BEACH","VA","234622527","169580201","PAYLESS RESTORATION  INC.",,,
"89303018FMA000103","DEMA0006820","P00003","0","BPA Call Blanket Purchase Agreement","-$30,271.20","Sep 12, 2019",,"8900","ENERGY, DEPARTMENT OF","HEADQUARTERS PROCUREMENT SERVICES","S","H335","INSPECTION- SERVICE AND TRADE EQUIPMENT","238390","OTHER BUILDING FINISHING CONTRACTORS","961654642","DESTINY WATERPROOFING, L.L.C.","RESTON","VA","201911778","961654642","DESTINY WATERPROOFING  L.L.C.","NONE","NONE OF THE ABOVE",
"DEBP0005402","DEMA0006820","1","0","BPA Call Blanket Purchase Agreement","-$1,464.20","Mar 16, 2018",,"8900","ENERGY, DEPARTMENT OF","HEADQUARTERS PROCUREMENT SERVICES","S","H335","INSPECTION- SERVICE AND TRADE EQUIPMENT","238390","OTHER BUILDING FINISHING CONTRACTORS","961654642","DESTINY WATERPROOFING, L.L.C.","RESTON","VA","201911778","961654642","DESTINY WATERPROOFING  L.L.C.",,,
"DEBP0005716","DEMA0006820","1","0","BPA Call Blanket Purchase Agreement","-$294.80","Mar 16, 2018",,"8900","ENERGY, DEPARTMENT OF","HEADQUARTERS PROCUREMENT SERVICES","S","H335","INSPECTION- SERVICE AND TRADE EQUIPMENT","238390","OTHER BUILDING FINISHING CONTRACTORS","961654642","DESTINY WATERPROOFING, L.L.C.","RESTON","VA","201911778","961654642","DESTINY WATERPROOFING  L.L.C.",,,
"DEBP0005720","DEMA0006820","1","0","BPA Call Blanket Purchase Agreement","-$1,572.00","Mar 16, 2018",,"8900","ENERGY, DEPARTMENT OF","HEADQUARTERS PROCUREMENT SERVICES","S","H335","INSPECTION- SERVICE AND TRADE EQUIPMENT","238390","OTHER BUILDING FINISHING CONTRACTORS","961654642","DESTINY WATERPROOFING, L.L.C.","RESTON","VA","201911778","961654642","DESTINY WATERPROOFING  L.L.C.",,,
"DEMA0003877",,"0","0","PO Purchase Order","$0.00","Sep 12, 2011",,"8900","ENERGY, DEPARTMENT OF","HEADQUARTERS PROCUREMENT SERVICES","S","Z119","MAINT-REP-ALT/OTHER ADMIN BLDGS","238390","OTHER BUILDING FINISHING CONTRACTORS","961654642","DESTINY WATERPROOFING, L.L.C.","RESTON","VA","201911778","961654642","DESTINY WATERPROOFING  L.L.C.",,,
"DJBCOB52D10034",,"0","0","PO Purchase Order","$3,696.00","Feb 7, 2005",,"1540","FEDERAL PRISON SYSTEM","CENTRAL OFFICE","S","N053","INSTALL OF HARDWARE & ABRASIVES","238390","OTHER BUILDING FINISHING CONTRACTORS","008975567","HI END CONTRACTING INCORPORATED","ALEXANDRIA","VA","223102535","008975567","HI-END CONTRACTING  INC.",,,
"DJD17TRP0006",,"0","0","PO Purchase Order","$13,800.00","Oct 18, 2016",,"1524","DRUG ENFORCEMENT ADMINISTRATION","OFFICE OF TRAINING","S","J045","MAINT/REPAIR/REBUILD OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","938793049","AMERICAN BOILER, INC.","ALEXANDRIA","VA","223122403","938793049","AMERICAN BOILER  INC",,,
"F09PO7300000175067",,"0","0","PO Purchase Order","$6,590.00","Jun 10, 2009",,"3300","SMITHSONIAN INSTITUTION","FACILITIES ENGINEERING AND OPERATIONS","S","J045","MAINT-REP OF PLUMBING-HEATING EQ","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","361475635","PRECISION MECHANICAL SERVICE, LTD.","MANASSAS PARK","VA","201114834","361475635","PRECISION MECHANICAL SERVICE  LTD.",,,
"F09PO7300000178513",,"0","0","PO Purchase Order","$7,980.00","Jul 7, 2009",,"3300","SMITHSONIAN INSTITUTION","FACILITIES ENGINEERING AND OPERATIONS","S","J045","MAINT-REP OF PLUMBING-HEATING EQ","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","361475635","PRECISION MECHANICAL SERVICE, LTD.","MANASSAS PARK","VA","201114834","361475635","PRECISION MECHANICAL SERVICE  LTD.",,,
"GS03P11DXC0003",,"PA01","0","DCA Definitive Contract","$0.00","Oct 20, 2010",,"4740","PUBLIC BUILDINGS SERVICE","GSA/PBS/R03 SOUTH SERVICE CENTER","S","Z111","MAINT-REP-ALT/OFFICE BLDGS","238910","SITE PREPARATION CONTRACTORS","149248085","NOAH ENTERPRISES, INC.","VIRGINIA BEACH","VA","234515884","149248085","NOAH ENTERPRISES  INC.",,,
"GS11P05MAM0082",,"0","0","PO Purchase Order","$12,590.64","Dec 2, 2004",,"4740","PUBLIC BUILDINGS SERVICE","WPHBB - AGGREGATED REPAIR&ALTERATIONS CONTRACTS BRANCH","S","Z111","MAINT-REP-ALT/OFFICE BLDGS","238320","PAINTING AND WALL COVERING CONTRACTORS","002993850","WEB LIMITED LIABILITY COMPANY","SPRINGFIELD","VA","221521855","002993850","WEB  LLC",,,
"W911RZ14F0006","GS07F0192X","0","0","DO Delivery Order","$103,235.00","Feb 27, 2014",,"2100","DEPT OF THE ARMY","W6QM MICC-FT CARSON","P","8465","INDIVIDUAL EQUIPMENT","315211","MEN'S AND BOYS' CUT AND SEW APPAREL CONTRACTORS","612347729","GLOBAL SUPPLY SOLUTIONS, LLC","VIRGINIA BEACH","VA","234553041","172220571","GLOBAL SUPPLY SOLUTIONS  LLC",,,
"15DDHQ19P00000129",,"0","0","PO Purchase Order","$4,897.00","Jan 9, 2019",,"1524","DRUG ENFORCEMENT ADMINISTRATION","HEADQUATERS","S","J045","MAINT/REPAIR/REBUILD OF EQUIPMENT- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT","238220","PLUMBING, HEATING, AND AIR-CONDITIONING CONTRACTORS","938793049","AMERICAN BOILER, INC.","ALEXANDRIA","VA","223122403","938793049","AMERICAN BOILER  INC","NONE","NONE OF THE ABOVE",
"15A00018P00000028",,"0","0","PO Purchase Order","$7,100.82","Oct 27, 2017",,"1560","ATF ACQUISITION AND PROPERTY MGMT DIV","ATF","S","N059","INSTALLATION OF EQUIPMENT- ELECTRICAL AND ELECTRONIC EQUIPMENT COMPONENTS","238210","ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS","148061471","ENSPYR, LLC","HAMPTON","VA","236664298","148061471","ENSPYR  LLC","NONE","NONE OF THE ABOVE",
"0002","N4008015D3515","0","0","DO Delivery Order","$43,900.00","Apr 1, 2015",,"1700","DEPT OF THE NAVY","NAV FAC ENGINEERING CMD WASHINGTON","S","Z2NZ","REPAIR OR ALTERATION OF OTHER UTILITIES","238990","ALL OTHER SPECIALTY TRADE CONTRACTORS","790654292","KAU, INC.","FREDERICKSBURG","VA","224080801","790654292","KAU  INC.",,,
"0018","N4008015D3515","0","0","DO Delivery Order","$54,320.00","Jul 14, 2015",,"1700","DEPT OF THE NAVY","NAV FAC ENGINEERING CMD WASHINGTON","S","Z2NZ","REPAIR OR ALTERATION OF OTHER UTILITIES","238990","ALL OTHER SPECIALTY TRADE CONTRACTORS","790654292","KAU, INC.","FREDERICKSBURG","VA","224080801","790654292","KAU  INC.",,,
"SGE50017C0034",,"0","0","DCA Definitive Contract","$243,174.00","Jul 10, 2017",,"1900","STATE, DEPARTMENT OF","ACQUISITIONS - RPSO FRANKFURT","S","R408","SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT","238990","ALL OTHER SPECIALTY TRADE CONTRACTORS","040928496","US 21, INC.","FAIRFAX","VA","220314341","040928496","US 21  INC.",,,
"GS11P13ZGC0022",,"0","0","DCA Definitive Contract","$243,593.23","Jan 3, 2013",,"4740","PUBLIC BUILDINGS SERVICE","WPHCB - EAST O&M CONTRACTS BRANCH","S","Z2AA","REPAIR OR ALTERATION OF OFFICE BUILDINGS","238210","ELECTRICAL CONTRACTORS AND OTHER WIRING INSTALLATION CONTRACTORS","141611272","NVE, INC","HERNDON","VA","201705275","141611272","NVE  INC",,,
